fips	name	population	vehicles
40035	Craig County, Oklahoma	14215	10563
40037	Creek County, Oklahoma	72353	55565
40039	Custer County, Oklahoma	28332	21103
40041	Delaware County, Oklahoma	41017	34343
40043	Dewey County, Oklahoma	4433	3603
40045	Ellis County, Oklahoma	3717	3320
40047	Garfield County, Oklahoma	62322	46341
40049	Garvin County, Oklahoma	25779	20888
40051	Grady County, Oklahoma	55868	43667
40053	Grant County, Oklahoma	4137	3407
40055	Greer County, Oklahoma	5498	4326
40057	Harmon County, Oklahoma	2452	2008
40059	Harper County, Oklahoma	3231	2879
40061	Haskell County, Oklahoma	11667	9886
40063	Hughes County, Oklahoma	13411	6160
40065	Jackson County, Oklahoma	24730	17900
40067	Jefferson County, Oklahoma	5377	3963
40069	Johnston County, Oklahoma	10334	7331
40071	Kay County, Oklahoma	43731	31302
40073	Kingfisher County, Oklahoma	15288	12393
40075	Kiowa County, Oklahoma	8458	6842
40077	Latimer County, Oklahoma	9495	7749
40079	Le Flore County, Oklahoma	48728	35508
40081	Lincoln County, Oklahoma	33917	28097
40083	Logan County, Oklahoma	50905	39668
40085	Love County, Oklahoma	10196	8032
40087	McClain County, Oklahoma	43779	35854
40089	McCurtain County, Oklahoma	30825	22078
40091	McIntosh County, Oklahoma	19237	14880
40093	Major County, Oklahoma	7656	7708
40095	Marshall County, Oklahoma	15628	11805
40097	Mayes County, Oklahoma	39406	32364
40099	Murray County, Oklahoma	13807	10277
40101	Muskogee County, Oklahoma	66471	47422
40103	Noble County, Oklahoma	10909	9045
40105	Nowata County, Oklahoma	9392	7896
40107	Okfuskee County, Oklahoma	11304	7917
40109	Oklahoma County, Oklahoma	800487	579044
40111	Okmulgee County, Oklahoma	36922	27846
40113	Osage County, Oklahoma	45963	36797
40115	Ottawa County, Oklahoma	30360	22402
40117	Pawnee County, Oklahoma	15689	13446
40119	Payne County, Oklahoma	82290	60661
40121	Pittsburg County, Oklahoma	43629	33810
40123	Pontotoc County, Oklahoma	38158	28360
40125	Pottawatomie County, Oklahoma	73011	53257
40127	Pushmataha County, Oklahoma	10787	8593
40129	Roger Mills County, Oklahoma	3378	3581
40131	Rogers County, Oklahoma	97235	79531
40133	Seminole County, Oklahoma	23550	15803
40135	Sequoyah County, Oklahoma	39676	30397
40137	Stephens County, Oklahoma	43314	33843
40139	Texas County, Oklahoma	20880	14454
40141	Tillman County, Oklahoma	6967	5161
40143	Tulsa County, Oklahoma	673708	483878
40145	Wagoner County, Oklahoma	84339	66420
40147	Washington County, Oklahoma	52895	39750
40149	Washita County, Oklahoma	10857	8408
40151	Woods County, Oklahoma	8619	7384
40153	Woodward County, Oklahoma	20260	16888
41001	Baker County, Oregon	16796	14672
41003	Benton County, Oregon	96359	73459
41005	Clackamas County, Oregon	422308	337232
41007	Clatsop County, Oregon	41343	32098
41009	Columbia County, Oregon	53178	47144
41011	Coos County, Oregon	64832	55701
41013	Crook County, Oregon	25651	24361
41015	Curry County, Oregon	23463	22194
41017	Deschutes County, Oregon	203026	175771
41019	Douglas County, Oregon	111807	98229
41021	Gilliam County, Oregon	2002	2076
41023	Grant County, Oregon	7238	7932
41025	Harney County, Oregon	7515	6534
41027	Hood River County, Oregon	23958	19167
41029	Jackson County, Oregon	222563	180762
41031	Jefferson County, Oregon	24973	20430
41033	Josephine County, Oregon	88069	77700
41035	Klamath County, Oregon	69812	59971
41037	Lake County, Oregon	8254	7101
41039	Lane County, Oregon	382628	297235
41041	Lincoln County, Oregon	50632	41503
41043	Linn County, Oregon	129794	107585
41045	Malheur County, Oregon	31701	21180
41047	Marion County, Oregon	346532	245994
41049	Morrow County, Oregon	12249	10534
41051	Multnomah County, Oregon	803863	541404
41053	Polk County, Oregon	88553	67208
41055	Sherman County, Oregon	1908	1790
41057	Tillamook County, Oregon	27471	22710
41059	Umatilla County, Oregon	80087	62451
41061	Union County, Oregon	26192	23062
41063	Wallowa County, Oregon	7532	7510
41065	Wasco County, Oregon	26603	22150
41067	Washington County, Oregon	600266	435395
41069	Wheeler County, Oregon	1434	1493
41071	Yamhill County, Oregon	108122	81681
42001	Adams County, Pennsylvania	105183	86967
42003	Allegheny County, Pennsylvania	1240476	835716
42005	Armstrong County, Pennsylvania	65069	53287
42007	Beaver County, Pennsylvania	166993	129301
42009	Bedford County, Pennsylvania	47503	40421
42011	Berks County, Pennsylvania	429989	306223
42013	Blair County, Pennsylvania	121854	88558
42015	Bradford County, Pennsylvania	59971	46305
42017	Bucks County, Pennsylvania	645993	494364
42019	Butler County, Pennsylvania	195870	154727
42021	Cambria County, Pennsylvania	132355	96222
42023	Cameron County, Pennsylvania	4475	3520
42025	Carbon County, Pennsylvania	65191	53974
42027	Centre County, Pennsylvania	158041	101507
42029	Chester County, Pennsylvania	540896	401257
42031	Clarion County, Pennsylvania	37297	28100
42033	Clearfield County, Pennsylvania	78902	60748
42035	Clinton County, Pennsylvania	37707	28371
42037	Columbia County, Pennsylvania	65055	48613
42039	Crawford County, Pennsylvania	83189	57542
42041	Cumberland County, Pennsylvania	264422	195532
42043	Dauphin County, Pennsylvania	287484	205154
42045	Delaware County, Pennsylvania	576195	359123
42047	Elk County, Pennsylvania	30703	24823
42049	Erie County, Pennsylvania	269544	178791
42051	Fayette County, Pennsylvania	126967	98429
42053	Forest County, Pennsylvania	6785	3221
42055	Franklin County, Pennsylvania	156626	130503
42057	Fulton County, Pennsylvania	14545	13744
42059	Greene County, Pennsylvania	35265	27146
42061	Huntingdon County, Pennsylvania	43844	32939
42063	Indiana County, Pennsylvania	83213	57056
42065	Jefferson County, Pennsylvania	44099	31885
42067	Juniata County, Pennsylvania	23419	18894
42069	Lackawanna County, Pennsylvania	215834	145863
42071	Lancaster County, Pennsylvania	555151	390050
42073	Lawrence County, Pennsylvania	85423	64108
42075	Lebanon County, Pennsylvania	143592	104447
42077	Lehigh County, Pennsylvania	375408	257086
42079	Luzerne County, Pennsylvania	325978	223566
42081	Lycoming County, Pennsylvania	113570	83705
42083	McKean County, Pennsylvania	40149	27186
42085	Mercer County, Pennsylvania	109852	78419
42087	Mifflin County, Pennsylvania	46074	33766
42089	Monroe County, Pennsylvania	167784	120440
42091	Montgomery County, Pennsylvania	861225	618561
42093	Montour County, Pennsylvania	18079	13934
42095	Northampton County, Pennsylvania	315927	231377
42097	Northumberland County, Pennsylvania	90925	66397
42099	Perry County, Pennsylvania	45988	38982
42101	Philadelphia County, Pennsylvania	1582432	715228
42103	Pike County, Pennsylvania	59691	46549
42105	Potter County, Pennsylvania	16276	12248
42107	Schuylkill County, Pennsylvania	143259	108266
42109	Snyder County, Pennsylvania	39711	29731
42111	Somerset County, Pennsylvania	73255	55705
42113	Sullivan County, Pennsylvania	5849	5071
42115	Susquehanna County, Pennsylvania	38349	30129
42117	Tioga County, Pennsylvania	41078	31518
42119	Union County, Pennsylvania	42570	25822
42121	Venango County, Pennsylvania	50096	37926
42123	Warren County, Pennsylvania	38174	29073
42125	Washington County, Pennsylvania	209778	160086
42127	Wayne County, Pennsylvania	51189	38181
42129	Westmoreland County, Pennsylvania	353345	279721
42131	Wyoming County, Pennsylvania	26075	21799
42133	York County, Pennsylvania	459312	359475
44001	Bristol County, Rhode Island	50568	35128
44003	Kent County, Rhode Island	170658	133606
44005	Newport County, Rhode Island	85095	64983
44007	Providence County, Rhode Island	658977	412444
44009	Washington County, Rhode Island	130073	103518
45001	Abbeville County, South Carolina	24352	19920
45003	Aiken County, South Carolina	171949	138441
45005	Allendale County, South Carolina	7738	4873
45007	Anderson County, South Carolina	207218	165337
45009	Bamberg County, South Carolina	13164	7785
45011	Barnwell County, South Carolina	20565	14550
45013	Beaufort County, South Carolina	192123	141436
45015	Berkeley County, South Carolina	238723	178407
45017	Calhoun County, South Carolina	14150	13412
45019	Charleston County, South Carolina	414711	306589
45021	Cherokee County, South Carolina	56299	43253
45023	Chester County, South Carolina	32177	25999
45025	Chesterfield County, South Carolina	43575	33453
45027	Clarendon County, South Carolina	31037	21961
45029	Colleton County, South Carolina	38623	29289
45031	Darlington County, South Carolina	62754	47560
45033	Dillon County, South Carolina	28031	18248
45035	Dorchester County, South Carolina	164322	120748
45037	Edgefield County, South Carolina	26508	19408
45039	Fairfield County, South Carolina	20741	18330
45041	Florence County, South Carolina	136921	95942
45043	Georgetown County, South Carolina	64200	50765
45045	Greenville County, South Carolina	537575	411140
45047	Greenwood County, South Carolina	69329	49585
45049	Hampton County, South Carolina	18555	12958
45051	Horry County, South Carolina	368937	269361
45053	Jasper County, South Carolina	30658	23075
45055	Kershaw County, South Carolina	66924	55101
45057	Lancaster County, South Carolina	100905	75748
45059	Laurens County, South Carolina	67904	52492
45061	Lee County, South Carolina	16330	12465
45063	Lexington County, South Carolina	300370	240555
45065	McCormick County, South Carolina	9701	7693
45067	Marion County, South Carolina	28900	18761
45069	Marlboro County, South Carolina	26285	16316
45071	Newberry County, South Carolina	38121	31286
45073	Oconee County, South Carolina	79566	69102
45075	Orangeburg County, South Carolina	83531	59369
45077	Pickens County, South Carolina	132604	104839
45079	Richland County, South Carolina	418725	289706
45081	Saluda County, South Carolina	18958	16306
45083	Spartanburg County, South Carolina	338096	257063
45085	Sumter County, South Carolina	104853	77625
45087	Union County, South Carolina	26990	21016
45089	Williamsburg County, South Carolina	30517	22095
45091	York County, South Carolina	288559	226315
46003	Aurora County, South Dakota	2573	2526
46005	Beadle County, South Dakota	19279	15397
46007	Bennett County, South Dakota	3354	1980
46009	Bon Homme County, South Dakota	7024	5950
46011	Brookings County, South Dakota	34968	28013
46013	Brown County, South Dakota	38079	31782
46015	Brule County, South Dakota	5261	4459
46017	Buffalo County, South Dakota	1757	889
46019	Butte County, South Dakota	10538	9818
46021	Campbell County, South Dakota	1481	1782
46023	Charles Mix County, South Dakota	9281	6895
46025	Clark County, South Dakota	3876	3324
46027	Clay County, South Dakota	15133	10580
46029	Codington County, South Dakota	28556	25392
46031	Corson County, South Dakota	3859	2377
46033	Custer County, South Dakota	8686	9796
46035	Davison County, South Dakota	19936	16669
46037	Day County, South Dakota	5460	5422
46039	Deuel County, South Dakota	4318	4420
46041	Dewey County, South Dakota	5230	3301
46043	Douglas County, South Dakota	2823	3034
46045	Edmunds County, South Dakota	4033	3987
46047	Fall River County, South Dakota	7179	7344
46049	Faulk County, South Dakota	2137	2154
46051	Grant County, South Dakota	7544	6856
46053	Gregory County, South Dakota	3993	4210
46055	Haakon County, South Dakota	1708	1739
46057	Hamlin County, South Dakota	6288	5766
46059	Hand County, South Dakota	3045	3035
46061	Hanson County, South Dakota	3473	3044
46063	Harding County, South Dakota	1092	1275
46065	Hughes County, South Dakota	17732	14357
46067	Hutchinson County, South Dakota	7393	6764
46069	Hyde County, South Dakota	1305	1338
46071	Jackson County, South Dakota	2826	1567
46073	Jerauld County, South Dakota	1845	1885
46075	Jones County, South Dakota	1030	909
46077	Kingsbury County, South Dakota	5210	4888
46079	Lake County, South Dakota	11052	10364
46081	Lawrence County, South Dakota	26574	24024
46083	Lincoln County, South Dakota	68286	58133
46085	Lyman County, South Dakota	3717	2521
46087	McCook County, South Dakota	5732	6029
46089	McPherson County, South Dakota	2278	2085
46091	Marshall County, South Dakota	4355	4074
46093	Meade County, South Dakota	30297	27663
46095	Mellette County, South Dakota	2043	1305
46097	Miner County, South Dakota	2299	2356
46099	Minnehaha County, South Dakota	200689	157541
46101	Moody County, South Dakota	6371	6023
46102	Oglala Lakota County, South Dakota	13587	3713
46103	Pennington County, South Dakota	112081	93394
46105	Perkins County, South Dakota	3058	2994
46107	Potter County, South Dakota	2430	2245
46109	Roberts County, South Dakota	10219	8003
46111	Sanborn County, South Dakota	2370	2304
46115	Spink County, South Dakota	6283	5908
46117	Stanley County, South Dakota	3012	2730
46119	Sully County, South Dakota	1481	1436
46121	Todd County, South Dakota	9293	3952
46123	Tripp County, South Dakota	5607	5325
46125	Turner County, South Dakota	8772	8766
46127	Union County, South Dakota	16916	15869
46129	Walworth County, South Dakota	5298	5113
46135	Yankton County, South Dakota	23379	19999
46137	Ziebach County, South Dakota	2410	1477
47001	Anderson County, Tennessee	78175	65194
47003	Bedford County, Tennessee	51291	42541
47005	Benton County, Tennessee	15948	13320
47007	Bledsoe County, Tennessee	14905	10952
47009	Blount County, Tennessee	137747	118889
47011	Bradley County, Tennessee	109743	87479
47013	Campbell County, Tennessee	39568	34321
47015	Cannon County, Tennessee	14661	13021
47017	Carroll County, Tennessee	28461	23363
47019	Carter County, Tennessee	56462	48117
47021	Cheatham County, Tennessee	41500	36753
47023	Chester County, Tennessee	17452	13732
47025	Claiborne County, Tennessee	32221	28388
47027	Clay County, Tennessee	7621	6819
47029	Cocke County, Tennessee	36503	31323
47031	Coffee County, Tennessee	58940	47312
47033	Crockett County, Tennessee	13937	10831
47035	Cumberland County, Tennessee	62529	54774
47037	Davidson County, Tennessee	709846	536483
47039	Decatur County, Tennessee	11499	9378
47041	DeKalb County, Tennessee	20551	16946
47043	Dickson County, Tennessee	55197	47223
47045	Dyer County, Tennessee	36681	25712
47047	Fayette County, Tennessee	42653	37212
47049	Fentress County, Tennessee	18948	16670
47051	Franklin County, Tennessee	43478	36598
47053	Gibson County, Tennessee	50610	37786
47055	Giles County, Tennessee	30442	25536
47057	Grainger County, Tennessee	23929	21181
47059	Greene County, Tennessee	70919	58500
47061	Grundy County, Tennessee	13665	10727
47063	Hamblen County, Tennessee	64930	52820
47065	Hamilton County, Tennessee	370913	287003
47067	Hancock County, Tennessee	6790	5056
47069	Hardeman County, Tennessee	25477	17879
47071	Hardin County, Tennessee	26939	21228
47073	Hawkins County, Tennessee	57446	48144
47075	Haywood County, Tennessee	17672	13194
47077	Henderson County, Tennessee	27906	22510
47079	Henry County, Tennessee	32345	25081
47081	Hickman County, Tennessee	25229	20455
47083	Houston County, Tennessee	8293	6663
47085	Humphreys County, Tennessee	19074	15435
47087	Jackson County, Tennessee	11882	10069
47089	Jefferson County, Tennessee	55835	46002
47091	Johnson County, Tennessee	18073	15043
47093	Knox County, Tennessee	487401	379027
47095	Lake County, Tennessee	6691	3003
47097	Lauderdale County, Tennessee	24933	16391
47099	Lawrence County, Tennessee	44901	35901
47101	Lewis County, Tennessee	12784	12304
47103	Lincoln County, Tennessee	35617	32173
47105	Loudon County, Tennessee	56996	50653
47107	McMinn County, Tennessee	54135	47996
47109	McNairy County, Tennessee	25933	20684
47111	Macon County, Tennessee	25793	20711
47113	Madison County, Tennessee	98845	73521
47115	Marion County, Tennessee	29010	26773
47117	Marshall County, Tennessee	35276	29962
47119	Maury County, Tennessee	104855	86424
47121	Meigs County, Tennessee	13076	11879
47123	Monroe County, Tennessee	47054	41292
47125	Montgomery County, Tennessee	227957	171315
47127	Moore County, Tennessee	6611	6266
47129	Morgan County, Tennessee	21193	16476
47131	Obion County, Tennessee	30570	22702
47133	Overton County, Tennessee	22807	19981
47135	Perry County, Tennessee	8561	6588
47137	Pickett County, Tennessee	5062	4368
47139	Polk County, Tennessee	17702	17090
47141	Putnam County, Tennessee	81366	66393
47143	Rhea County, Tennessee	33299	26920
47145	Roane County, Tennessee	54403	49185
47147	Robertson County, Tennessee	74291	62360
47149	Rutherford County, Tennessee	351591	262109
47151	Scott County, Tennessee	21969	17867
47153	Sequatchie County, Tennessee	16409	13506
47155	Sevier County, Tennessee	98802	82495
47157	Shelby County, Tennessee	922195	615194
47159	Smith County, Tennessee	20196	17622
47161	Stewart County, Tennessee	13859	11049
47163	Sullivan County, Tennessee	159693	136824
47165	Sumner County, Tennessee	200553	164266
47167	Tipton County, Tennessee	61339	47738
47169	Trousdale County, Tennessee	11805	7581
47171	Unicoi County, Tennessee	17779	16007
47173	Union County, Tennessee	20141	17590
47175	Van Buren County, Tennessee	6293	5252
47177	Warren County, Tennessee	41587	33817
47179	Washington County, Tennessee	134693	111129
47181	Wayne County, Tennessee	16251	12966
47183	Weakley County, Tennessee	32959	26067
47185	White County, Tennessee	27764	23205
47187	Williamson County, Tennessee	254609	195844
47189	Wilson County, Tennessee	153587	123143
48001	Anderson County, Texas	57825	32226
48003	Andrews County, Texas	18518	14744
48005	Angelina County, Texas	86791	59267
48007	Aransas County, Texas	24449	19977
48009	Archer County, Texas	8734	7465
48011	Armstrong County, Texas	1883	1711
48013	Atascosa County, Texas	50058	34079
48015	Austin County, Texas	30712	26887
48017	Bailey County, Texas	7044	3784
48019	Bandera County, Texas	21589	19590
48021	Bastrop County, Texas	102370	75925
48023	Baylor County, Texas	3464	2749
48025	Bee County, Texas	31000	15518
48027	Bell County, Texas	379811	258792
48029	Bexar County, Texas	2037344	1340373
48031	Blanco County, Texas	12008	10451
48033	Borden County, Texas	723	617
48035	Bosque County, Texas	18546	15469
48037	Bowie County, Texas	92321	63360
48039	Brazoria County, Texas	381650	269935
48041	Brazos County, Texas	237980	162100
48043	Brewster County, Texas	9464	9102
48045	Briscoe County, Texas	1223	1101
48047	Brooks County, Texas	6987	4502
48049	Brown County, Texas	38294	27287
48051	Burleson County, Texas	18327	15908
48053	Burnet County, Texas	51064	41175
48055	Caldwell County, Texas	47184	33052
48057	Calhoun County, Texas	19921	15864
48059	Callahan County, Texas	14017	10786
48061	Cameron County, Texas	423192	250637
48063	Camp County, Texas	12652	8865
48065	Carson County, Texas	5802	5367
48067	Cass County, Texas	28582	22752
48069	Castro County, Texas	7328	5252
48071	Chambers County, Texas	49178	36447
48073	Cherokee County, Texas	51143	35464
48075	Childress County, Texas	6772	4304
48077	Clay County, Texas	10402	9208
48079	Cochran County, Texas	2520	1643
48081	Coke County, Texas	3315	2751
48083	Coleman County, Texas	7765	6211
48085	Collin County, Texas	1116601	775136
48087	Collingsworth County, Texas	2733	1848
48089	Colorado County, Texas	20736	15730
48091	Comal County, Texas	174552	144765
48093	Comanche County, Texas	13786	11306
48095	Concho County, Texas	3301	1617
48097	Cooke County, Texas	42473	33545
48099	Coryell County, Texas	83772	50086
48101	Cottle County, Texas	1302	1103
48103	Crane County, Texas	4623	3109
48105	Crockett County, Texas	2881	2379
48107	Crosby County, Texas	5072	3998
48109	Culberson County, Texas	2181	1108
48111	Dallam County, Texas	7180	5172
48113	Dallas County, Texas	2603816	1741552
48115	Dawson County, Texas	12311	7197
48117	Deaf Smith County, Texas	18487	12120
48119	Delta County, Texas	5345	4245
48121	Denton County, Texas	945644	684552
48123	DeWitt County, Texas	19853	12107
48125	Dickens County, Texas	1641	1352
48127	Dimmit County, Texas	8507	4669
48129	Donley County, Texas	3276	2390
48131	Duval County, Texas	9824	5393
48133	Eastland County, Texas	17846	13821
48135	Ector County, Texas	163206	118212
48137	Edwards County, Texas	1392	895
48139	Ellis County, Texas	203927	151056
48141	El Paso County, Texas	866275	572722
48143	Erath County, Texas	43244	33923
48145	Falls County, Texas	17063	11991
48147	Fannin County, Texas	36525	27642
48149	Fayette County, Texas	24783	20506
48151	Fisher County, Texas	3661	3320
48153	Floyd County, Texas	5294	3975
48155	Foard County, Texas	1079	692
48157	Fort Bend County, Texas	859721	589991
48159	Franklin County, Texas	10522	8535
48161	Freestone County, Texas	19813	14042
48163	Frio County, Texas	18019	9032
48165	Gaines County, Texas	21904	15023
48167	Galveston County, Texas	354721	264569
48169	Garza County, Texas	5435	3145
48171	Gillespie County, Texas	27202	22185
48173	Glasscock County, Texas	1070	960
48175	Goliad County, Texas	7096	5661
48177	Gonzales County, Texas	19764	14100
48179	Gray County, Texas	21131	15708
48181	Grayson County, Texas	139988	106127
48183	Gregg County, Texas	124860	88359
48185	Grimes County, Texas	30385	22095
48187	Guadalupe County, Texas	178368	134408
48189	Hale County, Texas	32247	20852
48191	Hall County, Texas	2827	2230
48193	Hamilton County, Texas	8320	6308
48195	Hansford County, Texas	5182	3851
48197	Hardeman County, Texas	3529	2618
48199	Hardin County, Texas	57126	42807
48201	Harris County, Texas	4758579	3096180
48203	Harrison County, Texas	69584	49692
48205	Hartley County, Texas	5307	3399
48207	Haskell County, Texas	5390	4122
48209	Hays County, Texas	256429	188878
48211	Hemphill County, Texas	3311	2854
48213	Henderson County, Texas	83658	63609
48215	Hidalgo County, Texas	880921	506795
48217	Hill County, Texas	36664	26699
48219	Hockley County, Texas	21455	15408
48221	Hood County, Texas	64198	50800
48223	Hopkins County, Texas	37351	28571
48225	Houston County, Texas	22042	14207
48227	Howard County, Texas	33127	21760
48229	Hudspeth County, Texas	3331	1584
48231	Hunt County, Texas	104917	77910
48233	Hutchinson County, Texas	20413	14239
48235	Irion County, Texas	1432	1264
48237	Jack County, Texas	8623	5492
48239	Jackson County, Texas	15081	10480
48241	Jasper County, Texas	32807	25856
48243	Jeff Davis County, Texas	1740	1586
48245	Jefferson County, Texas	253939	163950
48247	Jim Hogg County, Texas	4797	2169
48249	Jim Wells County, Texas	38863	24203
48251	Johnson County, Texas	188820	132701
48253	Jones County, Texas	19968	12752
48255	Karnes County, Texas	14819	8556
48257	Kaufman County, Texas	160718	108815
48259	Kendall County, Texas	46971	37680
48261	Kenedy County, Texas	52	38
48263	Kent County, Texas	727	550
48265	Kerr County, Texas	53166	42553
48267	Kimble County, Texas	4355	3723
48269	King County, Texas	189	185
48271	Kinney County, Texas	3140	2070
48273	Kleberg County, Texas	30629	20930
48275	Knox County, Texas	3322	2329
48277	Lamar County, Texas	50421	38868
48279	Lamb County, Texas	12919	10041
48281	Lampasas County, Texas	22267	17985
48283	La Salle County, Texas	6946	3364
48285	Lavaca County, Texas	20479	17198
48287	Lee County, Texas	17758	13784
48289	Leon County, Texas	16067	12802
48291	Liberty County, Texas	97993	62327
48293	Limestone County, Texas	22185	17195
48295	Lipscomb County, Texas	2964	2537
48297	Live Oak County, Texas	11444	7414
48299	Llano County, Texas	22011	19459
48301	Loving County, Texas	54	
48303	Lubbock County, Texas	314633	223897
48305	Lynn County, Texas	5667	4148
48307	McCulloch County, Texas	7565	5710
48309	McLennan County, Texas	263608	181279
48311	McMullen County, Texas	623	319
48313	Madison County, Texas	13574	8200
48315	Marion County, Texas	9631	7333
48317	Martin County, Texas	5230	4744
48319	Mason County, Texas	3951	3229
48321	Matagorda County, Texas	36274	27077
48323	Maverick County, Texas	57770	35670
48325	Medina County, Texas	52419	36393
48327	Menard County, Texas	1964	1658
48329	Midland County, Texas	171496	131221
48331	Milam County, Texas	25268	20646
48333	Mills County, Texas	4499	3968
48335	Mitchell County, Texas	8989	5243
48337	Montague County, Texas	20599	16359
48339	Montgomery County, Texas	654722	477366
48341	Moore County, Texas	21234	14361
48343	Morris County, Texas	12014	9661
48345	Motley County, Texas	1267	1032
48347	Nacogdoches County, Texas	64897	46439
48349	Navarro County, Texas	53735	37457
48351	Newton County, Texas	12193	8893
48353	Nolan County, Texas	14565	10096
48355	Nueces County, Texas	352829	230811
48357	Ochiltree County, Texas	9852	7576
48359	Oldham County, Texas	2097	1425
48361	Orange County, Texas	84993	61097
48363	Palo Pinto County, Texas	28920	21530
48365	Panola County, Texas	22624	16181
48367	Parker County, Texas	158079	120196
48369	Parmer County, Texas	9752	7220
48371	Pecos County, Texas	14983	10850
48373	Polk County, Texas	51780	35961
48375	Potter County, Texas	116634	75034
48377	Presidio County, Texas	6043	4247
48379	Rains County, Texas	12505	9695
48381	Randall County, Texas	143791	108955
48383	Reagan County, Texas	3259	2169
48385	Real County, Texas	2821	1937
48387	Red River County, Texas	11621	9506
48389	Reeves County, Texas	13219	7920
48391	Refugio County, Texas	6693	4319
48393	Roberts County, Texas	785	641
48395	Robertson County, Texas	16973	12207
48397	Rockwall County, Texas	116931	90271
48399	Runnels County, Texas	9880	7657
48401	Rusk County, Texas	52613	35955
48403	Sabine County, Texas	9998	8361
48405	San Augustine County, Texas	7889	5143
48407	San Jacinto County, Texas	27983	21434
48409	San Patricio County, Texas	69519	44683
48411	San Saba County, Texas	5802	4241
48413	Schleicher County, Texas	2426	2013
48415	Scurry County, Texas	16633	10542
48417	Shackelford County, Texas	3169	2843
48419	Shelby County, Texas	24108	17609
48421	Sherman County, Texas	2434	1816
48423	Smith County, Texas	238014	159503
48425	Somervell County, Texas	9510	8011
48427	Starr County, Texas	65809	33991
48429	Stephens County, Texas	9278	6596
48431	Sterling County, Texas	1389	908
48433	Stonewall County, Texas	1244	933
48435	Sutton County, Texas	3306	2513
48437	Swisher County, Texas	6981	4595
48439	Tarrant County, Texas	2135743	1462496
48441	Taylor County, Texas	144259	100817
48443	Terrell County, Texas	851	864
48445	Terry County, Texas	11699	7568
48447	Throckmorton County, Texas	1589	1350
48449	Titus County, Texas	31284	22535
48451	Tom Green County, Texas	119398	84892
48453	Travis County, Texas	1307625	969716
48455	Trinity County, Texas	13850	10323
48457	Tyler County, Texas	20084	13469
48459	Upshur County, Texas	41864	30129
48461	Upton County, Texas	3227	2509
48463	Uvalde County, Texas	24810	15032
48465	Val Verde County, Texas	47647	32717
48467	Van Zandt County, Texas	61323	49789
48469	Victoria County, Texas	91281	64577
48471	Walker County, Texas	78292	44124
48473	Waller County, Texas	59455	39173
48475	Ward County, Texas	11255	8467
48477	Washington County, Texas	36156	29785
48479	Webb County, Texas	267731	156040
48481	Wharton County, Texas	41651	30784
48483	Wheeler County, Texas	4902	4090
48485	Wichita County, Texas	129842	87428
48487	Wilbarger County, Texas	12712	9025
48489	Willacy County, Texas	20218	11103
48491	Williamson County, Texas	643889	461950
48493	Wilson County, Texas	51501	42466
48495	Winkler County, Texas	7540	6295
48497	Wise County, Texas	72359	57471
48499	Wood County, Texas	46094	35449
48501	Yoakum County, Texas	7589	5716
48503	Young County, Texas	17963	14574
48505	Zapata County, Texas	13855	7745
48507	Zavala County, Texas	9532	6120
49001	Beaver County, Utah	7172	6085
49003	Box Elder County, Utah	59725	47676
49005	Cache County, Utah	137031	100184
49007	Carbon County, Utah	20446	17393
49009	Daggett County, Utah	747	617
49011	Davis County, Utah	366742	265606
49013	Duchesne County, Utah	19932	15852
49015	Emery County, Utah	9968	9176
49017	Garfield County, Utah	5170	4638
49019	Grand County, Utah	9697	9885
49021	Iron County, Utah	60201	45679
49023	Juab County, Utah	12273	10450
49025	Kane County, Utah	7996	7333
49027	Millard County, Utah	13179	11213
49029	Morgan County, Utah	12585	10278
49031	Piute County, Utah	1705	1299
49033	Rich County, Utah	2588	2073
49035	Salt Lake County, Utah	1184689	850424
49037	San Juan County, Utah	14466	9718
49039	Sanpete County, Utah	29209	21635
49041	Sevier County, Utah	21854	17448
49043	Summit County, Utah	42709	32880
49045	Tooele County, Utah	76648	58599
49047	Uintah County, Utah	36458	26024
49049	Utah County, Utah	683622	453861
49051	Wasatch County, Utah	35808	29015
49053	Washington County, Utah	189827	144290
49055	Wayne County, Utah	2557	3016
49057	Weber County, Utah	266183	204192
50001	Addison County, Vermont	37497	28331
50003	Bennington County, Vermont	37312	26042
50005	Caledonia County, Vermont	30425	22464
50007	Chittenden County, Vermont	168831	120875
50009	Essex County, Vermont	5972	5032
50011	Franklin County, Vermont	50379	36677
50013	Grand Isle County, Vermont	7393	6286
50015	Lamoille County, Vermont	26036	20115
50017	Orange County, Vermont	29594	24573
50019	Orleans County, Vermont	27492	20811
50021	Rutland County, Vermont	60484	43503
50023	Washington County, Vermont	59958	43286
50025	Windham County, Vermont	45913	34204
50027	Windsor County, Vermont	57968	44724
51001	Accomack County, Virginia	33326	27567
51003	Albemarle County, Virginia	113683	86081
51005	Alleghany County, Virginia	14962	13717
51007	Amelia County, Virginia	13342	13227
51009	Amherst County, Virginia	31385	28937
51011	Appomattox County, Virginia	16424	14673
51013	Arlington County, Virginia	235463	149018
51015	Augusta County, Virginia	77713	70577
51017	Bath County, Virginia	4123	4087
51019	Bedford County, Virginia	80254	73868
51021	Bland County, Virginia	6211	4800
51023	Botetourt County, Virginia	33875	30773
51025	Brunswick County, Virginia	15868	13140
51027	Buchanan County, Virginia	19857	14579
51029	Buckingham County, Virginia	16914	14573
